trajectory,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
NH4Cl | KCuHCF,SPI+CBU (ours),48,52,41.76252837,20.63434983,62.89070692
NH4Cl | KCuHCF,SPI+CBU (ours),60,40,28.22378586,9.735891382,46.71168033
NH4Cl | KCuHCF,SPI+CBU (ours),72,28,15.0,1.050175072,28.94982493
NH4Cl | KCuHCF,SPI+CBU (ours),84,16,3.0,0.0,11.01130241
NH4Cl | KCuHCF,SPI+CBU (ours),96,4,0.09529892,0.0,0.857347534
NH4Cl | KCuHCF,SPI+CBU (ours),100,0,7.632552017,0.0,29.56064226
NH4Cl | KCuHCF,SPI+TBU,12,88,9.186600855,,
NH4Cl | KCuHCF,SPI+TBU,24,76,1.84754096,,
NH4Cl | KCuHCF,SPI+TBU,36,64,0.0,,
NH4Cl | KCuHCF,SPI+TBU,48,52,0.0,,
NH4Cl | KCuHCF,SPI+TBU,60,40,0.0,,
NH4Cl | KCuHCF,SPI+TBU,72,28,0.0,,
NH4Cl | KCuHCF,SPI+TBU,84,16,0.0,,
NH4Cl | KCuHCF,SPI+TBU,96,4,0.0,,
NH4Cl | KCuHCF,SPI+TBU,100,0,0.0,,
NH4Cl | KCuHCF,Lin,12,88,8.145134808,,
NH4Cl | KCuHCF,Lin,24,76,0.329678981,,
NH4Cl | KCuHCF,Lin,36,64,0.0,,
NH4Cl | KCuHCF,Lin,48,52,0.0,,
NH4Cl | KCuHCF,Lin,60,40,0.0,,
NH4Cl | KCuHCF,Lin,72,28,0.0,,
NH4Cl | KCuHCF,Lin,84,16,0.0,,
NH4Cl | KCuHCF,Lin,96,4,0.0,,
NH4Cl | KCuHCF,Lin,100,0,0.0,,
NH4Cl | KCuHCF,Log-Bayes,12,88,72.81910327,,
NH4Cl | KCuHCF,Log-Bayes,24,76,19.42828331,,
NH4Cl | KCuHCF,Log-Bayes,36,64,-1.0,,
NH4Cl | KCuHCF,Log-Bayes,48,52,-16.0,,
NH4Cl | KCuHCF,Log-Bayes,60,40,-26.0,,
NH4Cl | KCuHCF,Log-Bayes,72,28,-37.0,,
NH4Cl | KCuHCF,Log-Bayes,84,16,-48.0,,
NH4Cl | KCuHCF,Log-Bayes,96,4,-57.0,,
NH4Cl | KCuHCF,Log-Bayes,100,0,-59.0,,
NH4Cl | KFeHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
NH4Cl | KFeHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
NH4Cl | KFeHCF,SPI+CBU (ours),36,64,57.72782602,38.3133141,77.14233794
NH4Cl | KFeHCF,SPI+CBU (ours),48,52,48.0,15.48155672,80.51844328
NH4Cl | KFeHCF,SPI+CBU (ours),60,40,36.0,6.867303309,65.13269669
NH4Cl | KFeHCF,SPI+CBU (ours),72,28,25.0,0.0,50.34965379
NH4Cl | KFeHCF,SPI+CBU (ours),84,16,13.86829236,0.0,36.66980679
NH4Cl | KFeHCF,SPI+CBU (ours),96,4,5.155987788,0.0,22.07394902
NH4Cl | KFeHCF,SPI+CBU (ours),100,0,5.787474935,0.0,20.15098669
NH4Cl | KFeHCF,SPI+TBU,12,88,0.0,,
NH4Cl | KFeHCF,SPI+TBU,24,76,0.0,,
NH4Cl | KFeHCF,SPI+TBU,36,64,0.0,,
NH4Cl | KFeHCF,SPI+TBU,48,52,0.0,,
NH4Cl | KFeHCF,SPI+TBU,60,40,0.0,,
NH4Cl | KFeHCF,SPI+TBU,72,28,0.0,,
NH4Cl | KFeHCF,SPI+TBU,84,16,0.0,,
NH4Cl | KFeHCF,SPI+TBU,96,4,0.0,,
NH4Cl | KFeHCF,SPI+TBU,100,0,0.0,,
NH4Cl | KFeHCF,Lin,12,88,0.0,,
NH4Cl | KFeHCF,Lin,24,76,0.0,,
NH4Cl | KFeHCF,Lin,36,64,0.0,,
NH4Cl | KFeHCF,Lin,48,52,0.0,,
NH4Cl | KFeHCF,Lin,60,40,0.0,,
NH4Cl | KFeHCF,Lin,72,28,0.0,,
NH4Cl | KFeHCF,Lin,84,16,0.0,,
NH4Cl | KFeHCF,Lin,96,4,0.0,,
NH4Cl | KFeHCF,Lin,100,0,0.0,,
NH4Cl | KFeHCF,Log-Bayes,12,88,-11.0,,
NH4Cl | KFeHCF,Log-Bayes,24,76,-23.0,,
NH4Cl | KFeHCF,Log-Bayes,36,64,-35.0,,
NH4Cl | KFeHCF,Log-Bayes,48,52,-47.0,,
NH4Cl | KFeHCF,Log-Bayes,60,40,-59.0,,
NH4Cl | KFeHCF,Log-Bayes,72,28,-71.0,,
NH4Cl | KFeHCF,Log-Bayes,84,16,-83.0,,
NH4Cl | KFeHCF,Log-Bayes,96,4,-95.0,,
NH4Cl | KFeHCF,Log-Bayes,100,0,-99.0,,
NH4Cl | KMnHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
NH4Cl | KMnHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
NH4Cl | KMnHCF,SPI+CBU (ours),36,64,57.72782602,41.33482801,74.12082403
NH4Cl | KMnHCF,SPI+CBU (ours),48,52,44.0,13.31248969,74.68751031
NH4Cl | KMnHCF,SPI+CBU (ours),60,40,32.0,5.233646513,58.76635349
NH4Cl | KMnHCF,SPI+CBU (ours),72,28,20.0,0.0,43.13398129
NH4Cl | KMnHCF,SPI+CBU (ours),84,16,8.920994764,0.0,27.8105066
NH4Cl | KMnHCF,SPI+CBU (ours),96,4,3.0,0.0,13.55582181
NH4Cl | KMnHCF,SPI+CBU (ours),100,0,10.5,0.0,32.33030959
NH4Cl | KMnHCF,SPI+TBU,12,88,8.466449646,,
NH4Cl | KMnHCF,SPI+TBU,24,76,2.757036167,,
NH4Cl | KMnHCF,SPI+TBU,36,64,0.0,,
NH4Cl | KMnHCF,SPI+TBU,48,52,0.0,,
NH4Cl | KMnHCF,SPI+TBU,60,40,0.0,,
NH4Cl | KMnHCF,SPI+TBU,72,28,0.0,,
NH4Cl | KMnHCF,SPI+TBU,84,16,0.0,,
NH4Cl | KMnHCF,SPI+TBU,96,4,0.0,,
NH4Cl | KMnHCF,SPI+TBU,100,0,0.0,,
NH4Cl | KMnHCF,Lin,12,88,77.76252837,,
NH4Cl | KMnHCF,Lin,24,76,22.93459498,,
NH4Cl | KMnHCF,Lin,36,64,5.945179837,,
NH4Cl | KMnHCF,Lin,48,52,0.0,,
NH4Cl | KMnHCF,Lin,60,40,0.0,,
NH4Cl | KMnHCF,Lin,72,28,0.0,,
NH4Cl | KMnHCF,Lin,84,16,0.0,,
NH4Cl | KMnHCF,Lin,96,4,0.0,,
NH4Cl | KMnHCF,Lin,100,0,0.0,,
NH4Cl | KMnHCF,Log-Bayes,12,88,5.230450585,,
NH4Cl | KMnHCF,Log-Bayes,24,76,0.284929225,,
NH4Cl | KMnHCF,Log-Bayes,36,64,-4.0,,
NH4Cl | KMnHCF,Log-Bayes,48,52,-9.0,,
NH4Cl | KMnHCF,Log-Bayes,60,40,-14.0,,
NH4Cl | KMnHCF,Log-Bayes,72,28,-20.0,,
NH4Cl | KMnHCF,Log-Bayes,84,16,-26.0,,
NH4Cl | KMnHCF,Log-Bayes,96,4,-32.0,,
NH4Cl | KMnHCF,Log-Bayes,100,0,-34.0,,
NH4Cl | KNiHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
NH4Cl | KNiHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
NH4Cl | KNiHCF,SPI+CBU (ours),36,64,69.0,25.63228039,112.3677196
NH4Cl | KNiHCF,SPI+CBU (ours),48,52,57.0,13.63228039,100.3677196
NH4Cl | KNiHCF,SPI+CBU (ours),60,40,45.0,1.632280392,88.36771961
NH4Cl | KNiHCF,SPI+CBU (ours),72,28,11.76402352,11.76402179,11.76402526
NH4Cl | KNiHCF,SPI+CBU (ours),84,16,1.964988652,0.0,16.67275868
NH4Cl | KNiHCF,SPI+CBU (ours),96,4,3.0,0.0,14.41404202
NH4Cl | KNiHCF,SPI+CBU (ours),100,0,4.876831374,0.0,25.98081774
NH4Cl | KNiHCF,SPI+TBU,12,88,0.0,,
NH4Cl | KNiHCF,SPI+TBU,24,76,0.0,,
NH4Cl | KNiHCF,SPI+TBU,36,64,0.0,,
NH4Cl | KNiHCF,SPI+TBU,48,52,0.0,,
NH4Cl | KNiHCF,SPI+TBU,60,40,0.0,,
NH4Cl | KNiHCF,SPI+TBU,72,28,0.0,,
NH4Cl | KNiHCF,SPI+TBU,84,16,0.0,,
NH4Cl | KNiHCF,SPI+TBU,96,4,0.0,,
NH4Cl | KNiHCF,SPI+TBU,100,0,0.0,,
NH4Cl | KNiHCF,Lin,12,88,0.0,,
NH4Cl | KNiHCF,Lin,24,76,0.0,,
NH4Cl | KNiHCF,Lin,36,64,0.0,,
NH4Cl | KNiHCF,Lin,48,52,0.0,,
NH4Cl | KNiHCF,Lin,60,40,0.0,,
NH4Cl | KNiHCF,Lin,72,28,0.0,,
NH4Cl | KNiHCF,Lin,84,16,0.0,,
NH4Cl | KNiHCF,Lin,96,4,0.0,,
NH4Cl | KNiHCF,Lin,100,0,0.0,,
NH4Cl | KNiHCF,Log-Bayes,12,88,-6.0,,
NH4Cl | KNiHCF,Log-Bayes,24,76,-17.0,,
NH4Cl | KNiHCF,Log-Bayes,36,64,-29.0,,
NH4Cl | KNiHCF,Log-Bayes,48,52,-42.0,,
NH4Cl | KNiHCF,Log-Bayes,60,40,-54.0,,
NH4Cl | KNiHCF,Log-Bayes,72,28,-68.0,,
NH4Cl | KNiHCF,Log-Bayes,84,16,-82.0,,
NH4Cl | KNiHCF,Log-Bayes,96,4,-95.0,,
NH4Cl | KNiHCF,Log-Bayes,100,0,-99.0,,
NH4Cl | NaCoHCF,SPI+CBU (ours),12,88,93.33215315,55.87795951,130.7863468
NH4Cl | NaCoHCF,SPI+CBU (ours),24,76,77.0,43.83585786,110.1641421
NH4Cl | NaCoHCF,SPI+CBU (ours),36,64,62.71808091,31.11517668,94.32098514
NH4Cl | NaCoHCF,SPI+CBU (ours),48,52,51.57524816,24.71055274,78.43994358
NH4Cl | NaCoHCF,SPI+CBU (ours),60,40,41.0,17.04311164,64.95688836
NH4Cl | NaCoHCF,SPI+CBU (ours),72,28,27.0,9.26362709,44.73637291
NH4Cl | NaCoHCF,SPI+CBU (ours),84,16,17.31197558,1.101055879,33.52289527
NH4Cl | NaCoHCF,SPI+CBU (ours),96,4,6.191665561,0.0,17.86684667
NH4Cl | NaCoHCF,SPI+CBU (ours),100,0,3.974026849,0.0,13.04714478
NH4Cl | NaCoHCF,SPI+TBU,12,88,123.0,,
NH4Cl | NaCoHCF,SPI+TBU,24,76,105.0,,
NH4Cl | NaCoHCF,SPI+TBU,36,64,74.73034069,,
NH4Cl | NaCoHCF,SPI+TBU,48,52,61.50980975,,
NH4Cl | NaCoHCF,SPI+TBU,60,40,48.0,,
NH4Cl | NaCoHCF,SPI+TBU,72,28,28.43985817,,
NH4Cl | NaCoHCF,SPI+TBU,84,16,20.87683137,,
NH4Cl | NaCoHCF,SPI+TBU,96,4,7.987013424,,
NH4Cl | NaCoHCF,SPI+TBU,100,0,2.095832781,,
NH4Cl | NaCoHCF,Lin,12,88,53.0,,
NH4Cl | NaCoHCF,Lin,24,76,74.85904046,,
NH4Cl | NaCoHCF,Lin,36,64,77.0,,
NH4Cl | NaCoHCF,Lin,48,52,87.93157802,,
NH4Cl | NaCoHCF,Lin,60,40,79.0,,
NH4Cl | NaCoHCF,Lin,72,28,52.67329136,,
NH4Cl | NaCoHCF,Lin,84,16,37.0,,
NH4Cl | NaCoHCF,Lin,96,4,19.0,,
NH4Cl | NaCoHCF,Lin,100,0,13.0,,
NH4Cl | NaCoHCF,Log-Bayes,12,88,inf,,
NH4Cl | NaCoHCF,Log-Bayes,24,76,inf,,
NH4Cl | NaCoHCF,Log-Bayes,36,64,inf,,
NH4Cl | NaCoHCF,Log-Bayes,48,52,inf,,
NH4Cl | NaCoHCF,Log-Bayes,60,40,inf,,
NH4Cl | NaCoHCF,Log-Bayes,72,28,1562.508759,,
NH4Cl | NaCoHCF,Log-Bayes,84,16,1245.74969,,
NH4Cl | NaCoHCF,Log-Bayes,96,4,514.2267102,,
NH4Cl | NaCoHCF,Log-Bayes,100,0,363.1309522,,
NH4Cl | NaFeHCF,SPI+CBU (ours),12,88,92.87683137,55.89163504,129.8620277
NH4Cl | NaFeHCF,SPI+CBU (ours),24,76,76.43985817,45.95080951,106.9289068
NH4Cl | NaFeHCF,SPI+CBU (ours),36,64,61.0,30.43792104,91.56207896
NH4Cl | NaFeHCF,SPI+CBU (ours),48,52,49.0,22.87605328,75.12394672
NH4Cl | NaFeHCF,SPI+CBU (ours),60,40,34.54166298,13.70579734,55.37752861
NH4Cl | NaFeHCF,SPI+CBU (ours),72,28,19.32810865,2.536368736,36.11984856
NH4Cl | NaFeHCF,SPI+CBU (ours),84,16,6.541934725,0.0,17.58187252
NH4Cl | NaFeHCF,SPI+CBU (ours),96,4,1.868292364,0.0,7.939773109
NH4Cl | NaFeHCF,SPI+CBU (ours),100,0,3.0,0.0,11.56725175
NH4Cl | NaFeHCF,SPI+TBU,12,88,117.0,,
NH4Cl | NaFeHCF,SPI+TBU,24,76,90.34745189,,
NH4Cl | NaFeHCF,SPI+TBU,36,64,58.54166298,,
NH4Cl | NaFeHCF,SPI+TBU,48,52,44.0,,
NH4Cl | NaFeHCF,SPI+TBU,60,40,31.0,,
NH4Cl | NaFeHCF,SPI+TBU,72,28,15.0,,
NH4Cl | NaFeHCF,SPI+TBU,84,16,2.711421037,,
NH4Cl | NaFeHCF,SPI+TBU,96,4,0.0,,
NH4Cl | NaFeHCF,SPI+TBU,100,0,0.0,,
NH4Cl | NaFeHCF,Lin,12,88,94.7060256,,
NH4Cl | NaFeHCF,Lin,24,76,82.24675027,,
NH4Cl | NaFeHCF,Lin,36,64,49.96498865,,
NH4Cl | NaFeHCF,Lin,48,52,37.59498519,,
NH4Cl | NaFeHCF,Lin,60,40,23.76402352,,
NH4Cl | NaFeHCF,Lin,72,28,13.0,,
NH4Cl | NaFeHCF,Lin,84,16,1.0,,
NH4Cl | NaFeHCF,Lin,96,4,0.0,,
NH4Cl | NaFeHCF,Lin,100,0,0.0,,
NH4Cl | NaFeHCF,Log-Bayes,12,88,inf,,
NH4Cl | NaFeHCF,Log-Bayes,24,76,1724.761343,,
NH4Cl | NaFeHCF,Log-Bayes,36,64,724.0674368,,
NH4Cl | NaFeHCF,Log-Bayes,48,52,383.9097297,,
NH4Cl | NaFeHCF,Log-Bayes,60,40,213.1956312,,
NH4Cl | NaFeHCF,Log-Bayes,72,28,118.6059706,,
NH4Cl | NaFeHCF,Log-Bayes,84,16,66.26296863,,
NH4Cl | NaFeHCF,Log-Bayes,96,4,35.41165362,,
NH4Cl | NaFeHCF,Log-Bayes,100,0,27.6108784,,
NH4Cl | NaMnHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
NH4Cl | NaMnHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
NH4Cl | NaMnHCF,SPI+CBU (ours),36,64,50.71142104,50.7114193,50.71142277
NH4Cl | NaMnHCF,SPI+CBU (ours),48,52,49.0,44.75354361,53.24645639
NH4Cl | NaMnHCF,SPI+CBU (ours),60,40,28.98983134,7.418151428,50.56151125
NH4Cl | NaMnHCF,SPI+CBU (ours),72,28,16.0,0.0,38.36838886
NH4Cl | NaMnHCF,SPI+CBU (ours),84,16,7.328108647,0.0,28.11137343
NH4Cl | NaMnHCF,SPI+CBU (ours),96,4,7.974026849,0.0,24.2888067
NH4Cl | NaMnHCF,SPI+CBU (ours),100,0,5.787474935,0.0,18.79779082
NH4Cl | NaMnHCF,SPI+TBU,12,88,3.790711913,,
NH4Cl | NaMnHCF,SPI+TBU,24,76,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,36,64,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,48,52,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,60,40,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,72,28,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,84,16,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,96,4,0.0,,
NH4Cl | NaMnHCF,SPI+TBU,100,0,0.0,,
NH4Cl | NaMnHCF,Lin,12,88,76.0,,
NH4Cl | NaMnHCF,Lin,24,76,16.93562784,,
NH4Cl | NaMnHCF,Lin,36,64,1.0,,
NH4Cl | NaMnHCF,Lin,48,52,0.0,,
NH4Cl | NaMnHCF,Lin,60,40,0.0,,
NH4Cl | NaMnHCF,Lin,72,28,0.0,,
NH4Cl | NaMnHCF,Lin,84,16,0.0,,
NH4Cl | NaMnHCF,Lin,96,4,0.0,,
NH4Cl | NaMnHCF,Lin,100,0,0.0,,
NH4Cl | NaMnHCF,Log-Bayes,12,88,1.94437182,,
NH4Cl | NaMnHCF,Log-Bayes,24,76,-3.0,,
NH4Cl | NaMnHCF,Log-Bayes,36,64,-9.0,,
NH4Cl | NaMnHCF,Log-Bayes,48,52,-14.0,,
NH4Cl | NaMnHCF,Log-Bayes,60,40,-20.0,,
NH4Cl | NaMnHCF,Log-Bayes,72,28,-26.0,,
NH4Cl | NaMnHCF,Log-Bayes,84,16,-32.0,,
NH4Cl | NaMnHCF,Log-Bayes,96,4,-38.0,,
NH4Cl | NaMnHCF,Log-Bayes,100,0,-40.0,,
NH4Cl | NaNiHCF,SPI+CBU (ours),12,88,78.77096736,45.4632393,112.0786954
NH4Cl | NaNiHCF,SPI+CBU (ours),24,76,61.59498519,40.9220116,82.26795878
NH4Cl | NaNiHCF,SPI+CBU (ours),36,64,49.22498173,27.64795278,70.80201069
NH4Cl | NaNiHCF,SPI+CBU (ours),48,52,39.46433468,15.00624774,63.92242162
NH4Cl | NaNiHCF,SPI+CBU (ours),60,40,28.0,1.791587047,54.20841295
NH4Cl | NaNiHCF,SPI+CBU (ours),72,28,18.0,0.0,44.40229141
NH4Cl | NaNiHCF,SPI+CBU (ours),84,16,11.0,0.0,35.47489627
NH4Cl | NaNiHCF,SPI+CBU (ours),96,4,7.0,0.0,28.02427587
NH4Cl | NaNiHCF,SPI+CBU (ours),100,0,9.509809745,0.0,30.52878446
NH4Cl | NaNiHCF,SPI+TBU,12,88,35.34212719,,
NH4Cl | NaNiHCF,SPI+TBU,24,76,8.926884971,,
NH4Cl | NaNiHCF,SPI+TBU,36,64,4.51942626,,
NH4Cl | NaNiHCF,SPI+TBU,48,52,4.973513855,,
NH4Cl | NaNiHCF,SPI+TBU,60,40,0.0,,
NH4Cl | NaNiHCF,SPI+TBU,72,28,inf,,
NH4Cl | NaNiHCF,SPI+TBU,84,16,0.0,,
NH4Cl | NaNiHCF,SPI+TBU,96,4,0.0,,
NH4Cl | NaNiHCF,SPI+TBU,100,0,0.0,,
NH4Cl | NaNiHCF,Lin,12,88,83.36256646,,
NH4Cl | NaNiHCF,Lin,24,76,27.61723081,,
NH4Cl | NaNiHCF,Lin,36,64,6.676760679,,
NH4Cl | NaNiHCF,Lin,48,52,0.0,,
NH4Cl | NaNiHCF,Lin,60,40,0.0,,
NH4Cl | NaNiHCF,Lin,72,28,0.0,,
NH4Cl | NaNiHCF,Lin,84,16,0.0,,
NH4Cl | NaNiHCF,Lin,96,4,0.0,,
NH4Cl | NaNiHCF,Lin,100,0,0.0,,
NH4Cl | NaNiHCF,Log-Bayes,12,88,30.56818232,,
NH4Cl | NaNiHCF,Log-Bayes,24,76,6.659668175,,
NH4Cl | NaNiHCF,Log-Bayes,36,64,1.077095411,,
NH4Cl | NaNiHCF,Log-Bayes,48,52,-2.0,,
NH4Cl | NaNiHCF,Log-Bayes,60,40,-6.0,,
NH4Cl | NaNiHCF,Log-Bayes,72,28,-10.0,,
NH4Cl | NaNiHCF,Log-Bayes,84,16,-15.0,,
NH4Cl | NaNiHCF,Log-Bayes,96,4,-22.0,,
NH4Cl | NaNiHCF,Log-Bayes,100,0,-25.0,,
NaCl | KCuHCF,SPI+CBU (ours),12,88,94.7060256,55.90064521,133.511406
NaCl | KCuHCF,SPI+CBU (ours),24,76,71.0,36.84307212,105.1569279
NaCl | KCuHCF,SPI+CBU (ours),36,64,55.32810865,28.1100159,82.54620139
NaCl | KCuHCF,SPI+CBU (ours),48,52,42.54193472,15.64271675,69.4411527
NaCl | KCuHCF,SPI+CBU (ours),60,40,29.76252837,10.37315309,49.15190366
NaCl | KCuHCF,SPI+CBU (ours),72,28,17.76252837,0.0,37.15190366
NaCl | KCuHCF,SPI+CBU (ours),84,16,7.0,0.0,22.82358568
NaCl | KCuHCF,SPI+CBU (ours),96,4,2.718080912,0.0,14.21478087
NaCl | KCuHCF,SPI+CBU (ours),100,0,7.0,0.0,27.13141846
NaCl | KCuHCF,SPI+TBU,12,88,125.5,,
NaCl | KCuHCF,SPI+TBU,24,76,44.6593334,,
NaCl | KCuHCF,SPI+TBU,36,64,33.25550111,,
NaCl | KCuHCF,SPI+TBU,48,52,21.85684533,,
NaCl | KCuHCF,SPI+TBU,60,40,15.50943309,,
NaCl | KCuHCF,SPI+TBU,72,28,8.916810645,,
NaCl | KCuHCF,SPI+TBU,84,16,5.762528374,,
NaCl | KCuHCF,SPI+TBU,96,4,0.0,,
NaCl | KCuHCF,SPI+TBU,100,0,0.0,,
NaCl | KCuHCF,Lin,12,88,140.0,,
NaCl | KCuHCF,Lin,24,76,53.2467512,,
NaCl | KCuHCF,Lin,36,64,23.78944042,,
NaCl | KCuHCF,Lin,48,52,9.757144718,,
NaCl | KCuHCF,Lin,60,40,0.832249373,,
NaCl | KCuHCF,Lin,72,28,0.0,,
NaCl | KCuHCF,Lin,84,16,0.0,,
NaCl | KCuHCF,Lin,96,4,0.0,,
NaCl | KCuHCF,Lin,100,0,0.0,,
NaCl | KCuHCF,Log-Bayes,12,88,263.3339719,,
NaCl | KCuHCF,Log-Bayes,24,76,46.87369567,,
NaCl | KCuHCF,Log-Bayes,36,64,32.49283276,,
NaCl | KCuHCF,Log-Bayes,48,52,21.88898781,,
NaCl | KCuHCF,Log-Bayes,60,40,12.34785059,,
NaCl | KCuHCF,Log-Bayes,72,28,3.265272414,,
NaCl | KCuHCF,Log-Bayes,84,16,-4.0,,
NaCl | KCuHCF,Log-Bayes,96,4,-12.0,,
NaCl | KCuHCF,Log-Bayes,100,0,-15.0,,
NaCl | KFeHCF,SPI+CBU (ours),12,88,106.0,69.09616479,142.9038352
NaCl | KFeHCF,SPI+CBU (ours),24,76,64.98983134,31.61126802,98.36839465
NaCl | KFeHCF,SPI+CBU (ours),36,64,49.0,27.93905782,70.06094218
NaCl | KFeHCF,SPI+CBU (ours),48,52,37.59498519,23.60750441,51.58246598
NaCl | KFeHCF,SPI+CBU (ours),60,40,25.96498865,12.93780619,38.99217111
NaCl | KFeHCF,SPI+CBU (ours),72,28,13.22498173,2.01680868,24.43315479
NaCl | KFeHCF,SPI+CBU (ours),84,16,3.46433468,0.0,12.57906278
NaCl | KFeHCF,SPI+CBU (ours),96,4,1.0,0.0,5.586243969
NaCl | KFeHCF,SPI+CBU (ours),100,0,5.787474935,0.0,21.96363435
NaCl | KFeHCF,SPI+TBU,12,88,200.0,,
NaCl | KFeHCF,SPI+TBU,24,76,56.0,,
NaCl | KFeHCF,SPI+TBU,36,64,24.83224937,,
NaCl | KFeHCF,SPI+TBU,48,52,14.97274852,,
NaCl | KFeHCF,SPI+TBU,60,40,7.741174837,,
NaCl | KFeHCF,SPI+TBU,72,28,2.859430062,,
NaCl | KFeHCF,SPI+TBU,84,16,0.0,,
NaCl | KFeHCF,SPI+TBU,96,4,0.0,,
NaCl | KFeHCF,SPI+TBU,100,0,0.0,,
NaCl | KFeHCF,Lin,12,88,173.0,,
NaCl | KFeHCF,Lin,24,76,63.46433468,,
NaCl | KFeHCF,Lin,36,64,23.78944042,,
NaCl | KFeHCF,Lin,48,52,8.0,,
NaCl | KFeHCF,Lin,60,40,0.0,,
NaCl | KFeHCF,Lin,72,28,0.0,,
NaCl | KFeHCF,Lin,84,16,0.0,,
NaCl | KFeHCF,Lin,96,4,0.0,,
NaCl | KFeHCF,Lin,100,0,0.0,,
NaCl | KFeHCF,Log-Bayes,12,88,417.0900895,,
NaCl | KFeHCF,Log-Bayes,24,76,52.97758506,,
NaCl | KFeHCF,Log-Bayes,36,64,26.69537683,,
NaCl | KFeHCF,Log-Bayes,48,52,15.42582836,,
NaCl | KFeHCF,Log-Bayes,60,40,6.0,,
NaCl | KFeHCF,Log-Bayes,72,28,-2.0,,
NaCl | KFeHCF,Log-Bayes,84,16,-10.0,,
NaCl | KFeHCF,Log-Bayes,96,4,-18.0,,
NaCl | KFeHCF,Log-Bayes,100,0,-20.0,,
NaCl | KMnHCF,SPI+CBU (ours),12,88,104.0,68.43846992,139.5615301
NaCl | KMnHCF,SPI+CBU (ours),24,76,69.72782602,35.84688873,103.6087633
NaCl | KMnHCF,SPI+CBU (ours),36,64,49.22498173,29.41508039,69.03488307
NaCl | KMnHCF,SPI+CBU (ours),48,52,36.49134497,23.16655547,49.81613446
NaCl | KMnHCF,SPI+CBU (ours),60,40,24.49134497,8.030854963,40.95183497
NaCl | KMnHCF,SPI+CBU (ours),72,28,12.49134497,0.0,29.83843281
NaCl | KMnHCF,SPI+CBU (ours),84,16,4.0,0.0,15.60255408
NaCl | KMnHCF,SPI+CBU (ours),96,4,2.718080912,0.0,8.789561657
NaCl | KMnHCF,SPI+CBU (ours),100,0,3.974026849,0.0,18.1981362
NaCl | KMnHCF,SPI+TBU,12,88,185.5,,
NaCl | KMnHCF,SPI+TBU,24,76,61.96498865,,
NaCl | KMnHCF,SPI+TBU,36,64,15.1728975,,
NaCl | KMnHCF,SPI+TBU,48,52,1.862715706,,
NaCl | KMnHCF,SPI+TBU,60,40,0.0,,
NaCl | KMnHCF,SPI+TBU,72,28,0.0,,
NaCl | KMnHCF,SPI+TBU,84,16,0.0,,
NaCl | KMnHCF,SPI+TBU,96,4,0.0,,
NaCl | KMnHCF,SPI+TBU,100,0,0.0,,
NaCl | KMnHCF,Lin,12,88,159.0,,
NaCl | KMnHCF,Lin,24,76,61.59498519,,
NaCl | KMnHCF,Lin,36,64,19.31364123,,
NaCl | KMnHCF,Lin,48,52,2.732389115,,
NaCl | KMnHCF,Lin,60,40,0.0,,
NaCl | KMnHCF,Lin,72,28,0.0,,
NaCl | KMnHCF,Lin,84,16,0.0,,
NaCl | KMnHCF,Lin,96,4,0.0,,
NaCl | KMnHCF,Lin,100,0,0.0,,
NaCl | KMnHCF,Log-Bayes,12,88,625.5086458,,
NaCl | KMnHCF,Log-Bayes,24,76,74.33780062,,
NaCl | KMnHCF,Log-Bayes,36,64,22.47542663,,
NaCl | KMnHCF,Log-Bayes,48,52,5.820520939,,
NaCl | KMnHCF,Log-Bayes,60,40,-3.0,,
NaCl | KMnHCF,Log-Bayes,72,28,-11.0,,
NaCl | KMnHCF,Log-Bayes,84,16,-18.0,,
NaCl | KMnHCF,Log-Bayes,96,4,-25.0,,
NaCl | KMnHCF,Log-Bayes,100,0,-27.0,,
NaCl | KNiHCF,SPI+CBU (ours),12,88,82.54166298,49.17653659,115.9067894
NaCl | KNiHCF,SPI+CBU (ours),24,76,71.0,37.44599139,104.5540086
NaCl | KNiHCF,SPI+CBU (ours),36,64,58.54166298,28.66198294,88.42134301
NaCl | KNiHCF,SPI+CBU (ours),48,52,46.54166298,21.84739567,71.23593028
NaCl | KNiHCF,SPI+CBU (ours),60,40,34.54166298,9.995533677,59.08779227
NaCl | KNiHCF,SPI+CBU (ours),72,28,23.0,0.0,46.50530403
NaCl | KNiHCF,SPI+CBU (ours),84,16,12.0,0.0,33.06680564
